,Año,Cve..Municipio,Municipio,Bien.jurídico.afectado,Tipo.de.delito,Subtipo.de.delito,Modalidad,Mes,Carpetas
472597,2018,14035,Encarnación de Díaz,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,Junio,1.0
472598,2018,14035,Encarnación de Díaz,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Junio,1.0
472600,2018,14035,Encarnación de Díaz,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Junio,1.0
472793,2018,14037,El Grullo,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,Junio,1.0
472989,2018,14039,Guadalajara,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,Junio,224.0
472990,2018,14039,Guadalajara,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Junio,500.0
472991,2018,14039,Guadalajara,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Con violencia,Junio,20.0
472992,2018,14039,Guadalajara,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Junio,45.0
473678,2018,14046,Jalostotitlán,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Junio,1.0
473773,2018,14047,Jamay,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,Junio,2.0
473774,2018,14047,Jamay,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Junio,3.0
473776,2018,14047,Jamay,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Junio,5.0
473872,2018,14048,Jesús María,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Junio,1.0
473874,2018,14048,Jesús María,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Junio,2.0
473969,2018,14049,Jilotlán de los Dolores,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,Junio,1.0
473970,2018,14049,Jilotlán de los Dolores,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Junio,1.0
474068,2018,14050,Jocotepec,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Junio,1.0
474166,2018,14051,Juanacatlán,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Junio,5.0
474168,2018,14051,Juanacatlán,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Junio,1.0
474264,2018,14052,Juchitlán,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Junio,1.0
474361,2018,14053,Lagos de Moreno,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,Junio,1.0
474362,2018,14053,Lagos de Moreno,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Junio,8.0
474363,2018,14053,Lagos de Moreno,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Con violencia,Junio,1.0
474364,2018,14053,Lagos de Moreno,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Junio,11.0
474558,2018,14055,Magdalena,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Junio,3.0
475341,2018,14063,Ocotlán,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,Junio,1.0
475342,2018,14063,Ocotlán,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Junio,4.0
475343,2018,14063,Ocotlán,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Con violencia,Junio,1.0
475344,2018,14063,Ocotlán,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Junio,4.0
475442,2018,14064,Ojuelos de Jalisco,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Junio,1.0
475638,2018,14066,Poncitlán,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Junio,1.0
475733,2018,14067,Puerto Vallarta,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,Junio,2.0
475734,2018,14067,Puerto Vallarta,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Junio,22.0
475736,2018,14067,Puerto Vallarta,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Junio,17.0
475930,2018,14069,Quitupan,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Junio,1.0
476027,2018,14070,El Salto,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,Junio,10.0
476028,2018,14070,El Salto,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Junio,31.0
476029,2018,14070,El Salto,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Con violencia,Junio,3.0
476030,2018,14070,El Salto,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Junio,21.0
476224,2018,14072,San Diego de Alejandría,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Junio,1.0
476322,2018,14073,San Juan de los Lagos,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Junio,5.0
476324,2018,14073,San Juan de los Lagos,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Junio,4.0
476713,2018,14077,San Martín Hidalgo,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,Junio,1.0
476812,2018,14078,San Miguel el Alto,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Junio,1.0
477204,2018,14082,Sayula,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Junio,2.0
477206,2018,14082,Sayula,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Junio,1.0
477301,2018,14083,Tala,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,Junio,1.0
477302,2018,14083,Tala,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Junio,4.0
477303,2018,14083,Tala,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Con violencia,Junio,2.0
477304,2018,14083,Tala,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Junio,6.0
477596,2018,14086,Tapalpa,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Junio,1.0
477792,2018,14088,Tecolotlán,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Junio,1.0
478281,2018,14093,Tepatitlán de Morelos,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,Junio,1.0
478282,2018,14093,Tepatitlán de Morelos,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Junio,11.0
478284,2018,14093,Tepatitlán de Morelos,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Junio,10.0
478379,2018,14094,Tequila,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,Junio,1.0
478380,2018,14094,Tequila,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Junio,2.0
478576,2018,14096,Tizapán el Alto,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Junio,2.0
478673,2018,14097,Tlajomulco de Zúñiga,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,Junio,23.0
478674,2018,14097,Tlajomulco de Zúñiga,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Junio,54.0
478675,2018,14097,Tlajomulco de Zúñiga,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Con violencia,Junio,8.0
478676,2018,14097,Tlajomulco de Zúñiga,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Junio,19.0
478771,2018,14098,San Pedro Tlaquepaque,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,Junio,41.0
478772,2018,14098,San Pedro Tlaquepaque,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Junio,122.0
478773,2018,14098,San Pedro Tlaquepaque,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Con violencia,Junio,11.0
478774,2018,14098,San Pedro Tlaquepaque,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Junio,8.0
478968,2018,14100,Tomatlán,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Junio,1.0
479065,2018,14101,Tonalá,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,Junio,47.0
479066,2018,14101,Tonalá,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Junio,75.0
479067,2018,14101,Tonalá,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Con violencia,Junio,9.0
479068,2018,14101,Tonalá,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Junio,7.0
479654,2018,14107,Tuxcueca,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Junio,1.0
479753,2018,14108,Tuxpan,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Con violencia,Junio,1.0
479754,2018,14108,Tuxpan,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Junio,1.0
479948,2018,14110,Unión de Tula,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Junio,1.0
480340,2018,14114,Villa Corona,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Junio,2.0
480634,2018,14117,Cañadas de Obregón,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Junio,1.0
480732,2018,14118,Yahualica de González Gallo,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Junio,1.0
480734,2018,14118,Yahualica de González Gallo,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Junio,1.0
480830,2018,14119,Zacoalco de Torres,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Junio,1.0
480927,2018,14120,Zapopan,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,Junio,87.0
480928,2018,14120,Zapopan,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Junio,228.0
480929,2018,14120,Zapopan,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Con violencia,Junio,5.0
480930,2018,14120,Zapopan,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Junio,27.0
481026,2018,14121,Zapotiltic,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Junio,1.0
481028,2018,14121,Zapotiltic,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Junio,1.0
481222,2018,14123,Zapotlán del Rey,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Junio,1.0
481320,2018,14124,Zapotlanejo,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Junio,4.0
481322,2018,14124,Zapotlanejo,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Junio,3.0
481515,2018,14998,No Especificado,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,Junio,4.0
481516,2018,14998,No Especificado,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Junio,17.0
481616,2019,14001,Acatic,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Junio,1.0
481713,2019,14002,Acatlán de Juárez,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Con violencia,Junio,1.0
481809,2019,14003,Ahualulco de Mercado,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,Junio,1.0
481810,2019,14003,Ahualulco de Mercado,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Junio,1.0
482104,2019,14006,Ameca,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Junio,2.0
482106,2019,14006,Ameca,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Junio,1.0
482202,2019,14007,San Juanito de Escobedo,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Junio,1.0
482300,2019,14008,Arandas,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Junio,2.0
482302,2019,14008,Arandas,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Junio,3.0
482497,2019,14010,Atemajac de Brizuela,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Con violencia,Junio,1.0
482789,2019,14013,Atotonilco el Alto,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,Junio,1.0
482790,2019,14013,Atotonilco el Alto,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Junio,1.0
482792,2019,14013,Atotonilco el Alto,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Junio,2.0
482986,2019,14015,Autlán de Navarro,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Junio,3.0
482988,2019,14015,Autlán de Navarro,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Junio,4.0
483086,2019,14016,Ayotlán,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Junio,1.0
483279,2019,14018,La Barca,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,Junio,1.0
483280,2019,14018,La Barca,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Junio,3.0
483282,2019,14018,La Barca,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Junio,1.0
483868,2019,14024,Cocula,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Junio,1.0
483870,2019,14024,Cocula,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Junio,1.0
484162,2019,14027,Cuautitlán de García Barragán,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Junio,1.0
484456,2019,14030,Chapala,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Junio,2.0
484946,2019,14035,Encarnación de Díaz,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Junio,1.0
485337,2019,14039,Guadalajara,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,Junio,285.0
485338,2019,14039,Guadalajara,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Junio,350.0
485339,2019,14039,Guadalajara,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Con violencia,Junio,29.0
485340,2019,14039,Guadalajara,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Junio,61.0
485925,2019,14045,Ixtlahuacán del Río,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,Junio,1.0
485926,2019,14045,Ixtlahuacán del Río,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Junio,1.0
486023,2019,14046,Jalostotitlán,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,Junio,1.0
486122,2019,14047,Jamay,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Junio,3.0
486124,2019,14047,Jamay,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Junio,3.0
486220,2019,14048,Jesús María,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Junio,1.0
486416,2019,14050,Jocotepec,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Junio,1.0
486710,2019,14053,Lagos de Moreno,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Junio,8.0
486711,2019,14053,Lagos de Moreno,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Con violencia,Junio,2.0
486712,2019,14053,Lagos de Moreno,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Junio,6.0
487689,2019,14063,Ocotlán,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,Junio,1.0
487690,2019,14063,Ocotlán,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Junio,1.0
487692,2019,14063,Ocotlán,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Junio,4.0
487788,2019,14064,Ojuelos de Jalisco,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Junio,2.0
487984,2019,14066,Poncitlán,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Junio,1.0
488082,2019,14067,Puerto Vallarta,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Junio,18.0
488083,2019,14067,Puerto Vallarta,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Con violencia,Junio,1.0
488084,2019,14067,Puerto Vallarta,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Junio,19.0
488375,2019,14070,El Salto,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Con violencia,Junio,7.0
488376,2019,14070,El Salto,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Junio,21.0
488377,2019,14070,El Salto,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Con violencia,Junio,5.0
488378,2019,14070,El Salto,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Junio,8.0
488670,2019,14073,San Juan de los Lagos,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Junio,2.0
488672,2019,14073,San Juan de los Lagos,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Sin violencia,Junio,3.0
488768,2019,14074,San Julián,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Junio,1.0
489063,2019,14077,San Martín Hidalgo,El patrimonio,Robo,Robo de vehículo automotor,Robo de motocicleta Con violencia,Junio,1.0
489160,2019,14078,San Miguel el Alto,El patrimonio,Robo,Robo de vehículo automotor,Robo de coche de 4 ruedas Sin violencia,Junio,2.0
